,Helipad_number,FAA_index,latitude,longitude,zoom,groundtruth,category,minX,minY,maxX,maxY,url
121,140,966,31.27350361111111,-88.01250055555555,20,True,3,285,273,443,428,"http://maps.googleapis.com/maps/api/staticmap?center=31.27350361111111,-88.01250055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
122,140,966,31.27350361111111,-88.01250055555555,20,True,3,317,507,476,638,"http://maps.googleapis.com/maps/api/staticmap?center=31.27350361111111,-88.01250055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
123,141,970,30.67935694444445,-88.20000333333334,20,True,2,203,109,340,234,"http://maps.googleapis.com/maps/api/staticmap?center=30.67935694444445,-88.20000333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
124,142,973,30.70798333333333,-88.09846944444445,20,True,1,207,209,433,428,"http://maps.googleapis.com/maps/api/staticmap?center=30.70798333333333,-88.09846944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
125,143,975,31.49885,-87.32083611111109,20,True,1,230,240,410,396,"http://maps.googleapis.com/maps/api/staticmap?center=31.49885,-87.32083611111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
126,144,977,32.32752777777778,-86.27655555555555,20,True,1,239,247,351,362,"http://maps.googleapis.com/maps/api/staticmap?center=32.32752777777778,-86.27655555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
127,145,978,32.37786388888889,-86.29596111111111,20,True,other,217,183,361,319,"http://maps.googleapis.com/maps/api/staticmap?center=32.37786388888889,-86.29596111111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
128,146,981,32.40916388888889,-86.25611111111111,20,True,other,296,213,392,300,"http://maps.googleapis.com/maps/api/staticmap?center=32.40916388888889,-86.25611111111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
129,147,985,34.484077777777784,-87.284875,20,True,1,235,239,389,400,"http://maps.googleapis.com/maps/api/staticmap?center=34.484077777777784,-87.284875&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
130,148,987,33.677627777777765,-86.87034444444444,20,True,other,281,278,361,353,"http://maps.googleapis.com/maps/api/staticmap?center=33.677627777777765,-86.87034444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
131,149,990,34.74728611111111,-87.67777222222223,20,True,1,246,245,391,386,"http://maps.googleapis.com/maps/api/staticmap?center=34.74728611111111,-87.67777222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
132,150,991,33.454822222222234,-87.36064999999998,20,True,3,310,197,393,297,"http://maps.googleapis.com/maps/api/staticmap?center=33.454822222222234,-87.36064999999998&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
133,151,993,33.784866666666666,-86.05067222222222,20,True,0,298,245,380,324,"http://maps.googleapis.com/maps/api/staticmap?center=33.784866666666666,-86.05067222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
134,152,995,33.92972222222222,-86.49472222222221,20,True,1,186,88,314,215,"http://maps.googleapis.com/maps/api/staticmap?center=33.92972222222222,-86.49472222222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
135,153,996,32.63916666666667,-85.40222222222222,20,True,1,171,28,350,200,"http://maps.googleapis.com/maps/api/staticmap?center=32.63916666666667,-85.40222222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
136,154,998,30.277777777777782,-87.54333333333334,20,True,4,200,188,296,281,"http://maps.googleapis.com/maps/api/staticmap?center=30.277777777777782,-87.54333333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
137,155,1001,33.600448,-85.864283,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=33.600448,-85.864283&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
138,156,1002,31.450916666666664,-85.63223055555554,20,True,1,251,256,373,381,"http://maps.googleapis.com/maps/api/staticmap?center=31.450916666666664,-85.63223055555554&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
139,157,1005,33.64248333333333,-87.1971722222222,20,True,3,273,316,357,403,"http://maps.googleapis.com/maps/api/staticmap?center=33.64248333333333,-87.1971722222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
140,158,1007,33.603836111111114,-86.30294722222222,20,True,1,288,514,389,614,"http://maps.googleapis.com/maps/api/staticmap?center=33.603836111111114,-86.30294722222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
141,159,1009,30.346911111111112,-87.50575,20,True,1,252,270,391,390,"http://maps.googleapis.com/maps/api/staticmap?center=30.346911111111112,-87.50575&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
142,160,1018,33.15725833333333,-85.38911666666667,20,True,8,217,225,412,416,"http://maps.googleapis.com/maps/api/staticmap?center=33.15725833333333,-85.38911666666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
143,161,1026,32.716836111111114,-87.749525,20,True,1,273,262,411,379,"http://maps.googleapis.com/maps/api/staticmap?center=32.716836111111114,-87.749525&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
144,162,1027,34.66028611111111,-86.04923888888891,20,True,0,216,179,366,336,"http://maps.googleapis.com/maps/api/staticmap?center=34.66028611111111,-86.04923888888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
145,163,1028,34.66259722222222,-86.04676666666668,20,True,2,239,242,393,385,"http://maps.googleapis.com/maps/api/staticmap?center=34.66259722222222,-86.04676666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
146,164,1031,32.428669444444445,-87.05701111111111,20,True,1,221,224,413,410,"http://maps.googleapis.com/maps/api/staticmap?center=32.428669444444445,-87.05701111111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
147,165,1034,32.365277777777784,-85.81194444444444,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=32.365277777777784,-85.81194444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
148,166,1036,32.607533333333336,-85.09458611111111,20,True,8,259,264,380,378,"http://maps.googleapis.com/maps/api/staticmap?center=32.607533333333336,-85.09458611111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
149,167,1048,32.53345277777777,-85.91171388888891,20,True,other,277,287,361,361,"http://maps.googleapis.com/maps/api/staticmap?center=32.53345277777777,-85.91171388888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
150,168,1049,30.52658305555555,-88.09888777777779,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.52658305555555,-88.09888777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
151,169,1050,30.43111111111111,-88.17916666666667,20,True,other,221,357,367,604,"http://maps.googleapis.com/maps/api/staticmap?center=30.43111111111111,-88.17916666666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
152,170,1052,31.93070777777778,-87.73750388888891,20,True,8,121,267,271,424,"http://maps.googleapis.com/maps/api/staticmap?center=31.93070777777778,-87.73750388888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
153,171,1055,33.20595166666667,-87.52778333333332,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=33.20595166666667,-87.52778333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
154,172,1056,33.25671111111111,-87.45049166666666,20,True,3,255,273,355,369,"http://maps.googleapis.com/maps/api/staticmap?center=33.25671111111111,-87.45049166666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
155,173,1057,33.174055555555555,-87.55705555555555,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=33.174055555555555,-87.55705555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
156,174,1059,34.67171388888889,-87.63281388888888,20,True,unknown,256,265,372,366,"http://maps.googleapis.com/maps/api/staticmap?center=34.67171388888889,-87.63281388888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
157,175,1063,32.829542000000004,-85.168723,20,True,unknown,275,269,377,380,"http://maps.googleapis.com/maps/api/staticmap?center=32.829542000000004,-85.168723&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
158,176,1065,33.42725833333333,-86.34083888888887,20,True,1,279,274,369,365,"http://maps.googleapis.com/maps/api/staticmap?center=33.42725833333333,-86.34083888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
159,177,1066,33.294444444444444,-85.4802777777778,20,True,1,243,92,348,193,"http://maps.googleapis.com/maps/api/staticmap?center=33.294444444444444,-85.4802777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
160,178,1070,33.24653333333333,-86.46913333333332,20,True,8,248,196,395,342,"http://maps.googleapis.com/maps/api/staticmap?center=33.24653333333333,-86.46913333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
161,179,1073,33.42711111111111,-85.49343611111111,20,True,8,282,275,383,370,"http://maps.googleapis.com/maps/api/staticmap?center=33.42711111111111,-85.49343611111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
162,180,1074,33.373038888888885,-85.39678333333335,20,True,1,283,44,410,185,"http://maps.googleapis.com/maps/api/staticmap?center=33.373038888888885,-85.39678333333335&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
163,181,1083,35.28869666666667,-91.35846166666666,20,True,1,127,444,260,577,"http://maps.googleapis.com/maps/api/staticmap?center=35.28869666666667,-91.35846166666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
164,182,1087,35.767119444444454,-91.63543611111112,20,True,1,242,243,394,392,"http://maps.googleapis.com/maps/api/staticmap?center=35.767119444444454,-91.63543611111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
165,183,1091,34.57424444444445,-92.58603055555555,20,True,1,261,257,374,378,"http://maps.googleapis.com/maps/api/staticmap?center=34.57424444444445,-92.58603055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
166,184,1093,36.33901111111111,-94.19049444444444,20,True,1,239,234,407,403,"http://maps.googleapis.com/maps/api/staticmap?center=36.33901111111111,-94.19049444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
167,185,1096,36.35924166666667,-93.5509027777778,20,True,1,250,250,398,393,"http://maps.googleapis.com/maps/api/staticmap?center=36.35924166666667,-93.5509027777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
168,186,1097,36.22396138888889,-93.57824444444445,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=36.22396138888889,-93.57824444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
169,187,1103,35.943416666666664,-89.91775,20,True,1,272,267,365,358,"http://maps.googleapis.com/maps/api/staticmap?center=35.943416666666664,-89.91775&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
170,188,1116,33.576583222222226,-92.83619730555556,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=33.576583222222226,-92.83619730555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
171,189,1127,35.46120277777778,-93.44535555555555,20,True,1,252,251,363,372,"http://maps.googleapis.com/maps/api/staticmap?center=35.46120277777778,-93.44535555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
172,190,1130,35.55997499999999,-92.4518,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.55997499999999,-92.4518&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
173,191,1133,35.05778333333333,-92.41911944444445,20,True,1,262,263,382,384,"http://maps.googleapis.com/maps/api/staticmap?center=35.05778333333333,-92.41911944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
174,192,1136,35.08548611111112,-92.45831111111113,20,True,1,262,244,389,377,"http://maps.googleapis.com/maps/api/staticmap?center=35.08548611111112,-92.45831111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
175,193,1142,33.14178611111111,-91.93346388888891,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=33.14178611111111,-91.93346388888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
176,194,1145,35.05463333333333,-93.38298888888887,20,True,unknown,258,250,369,368,"http://maps.googleapis.com/maps/api/staticmap?center=35.05463333333333,-93.38298888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
177,195,1146,35.220918333333344,-93.152675,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.220918333333344,-93.152675&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
178,196,1147,34.04768611111111,-94.35375,20,True,8,250,252,367,369,"http://maps.googleapis.com/maps/api/staticmap?center=34.04768611111111,-94.35375&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
179,197,1149,34.27880833333333,-91.33862777777777,20,True,2,253,253,372,365,"http://maps.googleapis.com/maps/api/staticmap?center=34.27880833333333,-91.33862777777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
180,198,1160,33.214573888888886,-92.66793416666668,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=33.214573888888886,-92.66793416666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
181,199,1161,33.21386666666667,-92.66833888888891,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=33.21386666666667,-92.66833888888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
182,200,1167,36.40013611111111,-93.74367777777779,20,True,8,270,280,339,359,"http://maps.googleapis.com/maps/api/staticmap?center=36.40013611111111,-93.74367777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
183,201,1172,36.079245833333346,-94.1590927777778,20,True,1,185,168,357,334,"http://maps.googleapis.com/maps/api/staticmap?center=36.079245833333346,-94.1590927777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
184,202,1173,36.1082,-94.15876666666668,20,True,1,242,241,382,392,"http://maps.googleapis.com/maps/api/staticmap?center=36.1082,-94.15876666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
185,203,1180,33.81126388888889,-92.42474166666668,20,True,8,258,260,377,377,"http://maps.googleapis.com/maps/api/staticmap?center=33.81126388888889,-92.42474166666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
186,204,1182,35.03906388888889,-90.77716111111113,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.03906388888889,-90.77716111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
187,205,1186,35.373158333333336,-94.41933333333334,20,True,1,263,257,399,393,"http://maps.googleapis.com/maps/api/staticmap?center=35.373158333333336,-94.41933333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
188,206,1187,35.35375,-94.35205277777777,20,True,unknown,247,262,399,398,"http://maps.googleapis.com/maps/api/staticmap?center=35.35375,-94.35205277777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
189,207,1192,36.409277777777774,-94.46005555555556,20,True,8,277,258,377,356,"http://maps.googleapis.com/maps/api/staticmap?center=36.409277777777774,-94.46005555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
190,208,1206,36.23646,-93.10934305555556,20,True,1,250,231,370,356,"http://maps.googleapis.com/maps/api/staticmap?center=36.23646,-93.10934305555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
191,209,1211,35.504888888888885,-91.99769444444445,20,True,unknown,259,238,377,362,"http://maps.googleapis.com/maps/api/staticmap?center=35.504888888888885,-91.99769444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
192,210,1214,34.50982472222222,-90.62621777777777,20,True,unknown,299,250,443,403,"http://maps.googleapis.com/maps/api/staticmap?center=34.50982472222222,-90.62621777777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
193,211,1218,36.45527777777778,-93.71935833333332,20,True,1,252,260,400,380,"http://maps.googleapis.com/maps/api/staticmap?center=36.45527777777778,-93.71935833333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
194,212,1221,33.64845,-93.58503888888887,20,True,1,32,259,157,379,"http://maps.googleapis.com/maps/api/staticmap?center=33.64845,-93.58503888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
195,213,1223,34.48614444444445,-93.036575,20,True,unknown,28,448,163,574,"http://maps.googleapis.com/maps/api/staticmap?center=34.48614444444445,-93.036575&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
196,214,1225,34.46885,-93.06576666666666,20,True,2,236,243,394,403,"http://maps.googleapis.com/maps/api/staticmap?center=34.46885,-93.06576666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
197,215,1230,36.135,-94.18527777777778,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=36.135,-94.18527777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
198,216,1233,35.807599999999994,-90.66646666666668,20,True,8,248,243,389,394,"http://maps.googleapis.com/maps/api/staticmap?center=35.807599999999994,-90.66646666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
199,217,1235,35.835944444444436,-90.70173055555556,20,True,1,267,251,384,366,"http://maps.googleapis.com/maps/api/staticmap?center=35.835944444444436,-90.70173055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
